,material_id,cif
220,220,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.49822000
_cell_length_b   4.44702618
_cell_length_c   10.52011417
_cell_angle_alpha   78.93244036
_cell_angle_beta   85.84894692
_cell_angle_gamma   88.89585400
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   114.39846729
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.20798745  0.79409693  0.34538648  1
  C  C1  1  0.76310843  0.82311927  0.13512521  1
  C  C2  1  0.30425256  0.74233849  0.95678133  1
  C  C3  1  0.25967280  0.52776940  0.75636307  1
  C  C4  1  0.69237484  0.63860206  0.41391387  1
  C  C5  1  0.00170525  0.06343219  0.76465515  1
  C  C6  1  0.63031328  0.07071656  0.55201230  1
  C  C7  1  0.80200043  0.11597015  0.04397540  1
  C  C8  1  0.18086197  0.74882367  0.82076101  1
  C  C9  1  0.33627691  0.09370776  0.96246833  1
  C  C10  1  0.65624604  0.69927322  0.55170631  1
  C  C11  1  0.77396491  0.34620518  0.12307688  1
  C  C12  1  0.20589393  0.16570720  0.34225427  1
  C  C13  1  0.14524932  0.53722753  0.61779679  1
  C  C14  1  0.09946341  0.17154876  0.61835313  1
  C  C15  1  0.79108740  0.63693795  0.03266243  1
  C  C16  1  0.68107862  0.25843924  0.41239553  1
  C  C17  1  0.24260831  0.72284571  0.21179922  1
  C  C18  1  0.24830017  0.36379184  0.20626121  1
  C  C19  1  0.43275116  0.21657948  0.81731068  1
"
221,221,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48186000
_cell_length_b   6.45865000
_cell_length_c   8.00896425
_cell_angle_alpha   112.28440824
_cell_angle_beta   90.02804725
_cell_angle_gamma   101.06846000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   116.20113732
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.25871213  0.04103587  0.42653914  1
  C  C1  1  0.68635338  0.89644860  0.36894368  1
  C  C2  1  0.88921324  0.31022443  0.34587554  1
  C  C3  1  0.19417572  0.91421934  0.92313220  1
  C  C4  1  0.60461609  0.73288916  0.61417770  1
  C  C5  1  0.57507530  0.67852511  0.40449054  1
  C  C6  1  0.53017965  0.58655049  0.06780311  1
  C  C7  1  0.06449472  0.65582206  0.83704395  1
  C  C8  1  0.97408195  0.47602403  0.10205246  1
  C  C9  1  0.31690219  0.16599450  0.28861049  1
  C  C10  1  0.85148688  0.22647478  0.86783931  1
  C  C11  1  0.72705178  0.98148355  0.84575323  1
  C  C12  1  0.04834702  0.62172877  0.64746326  1
  C  C13  1  0.65351921  0.83715555  0.16423274  1
  C  C14  1  0.36741106  0.25750682  0.59170915  1
  C  C15  1  0.00006419  0.52883754  0.31163066  1
  C  C16  1  0.92371159  0.37115188  0.55065847  1
  C  C17  1  0.51378480  0.55251024  0.87834729  1
  C  C18  1  0.38446392  0.29394937  0.79122353  1
  C  C19  1  0.21039429  0.95081700  0.12284754  1
"
222,222,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46311000
_cell_length_b   6.72582656
_cell_length_c   7.74068172
_cell_angle_alpha   110.92629108
_cell_angle_beta   90.06179035
_cell_angle_gamma   100.50606003
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   117.46289579
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.59817212  0.35861274  0.27660844  1
  C  C1  1  0.84009459  0.84836772  0.87963612  1
  C  C2  1  0.49691319  0.16002455  0.49187968  1
  C  C3  1  0.16089306  0.48965933  0.58617685  1
  C  C4  1  0.15705295  0.48429075  0.77920274  1
  C  C5  1  0.36698327  0.90354908  0.78867961  1
  C  C6  1  0.06205499  0.29840427  0.88777585  1
  C  C7  1  0.91769536  0.99963849  0.08774476  1
  C  C8  1  0.49620787  0.16605004  0.89242528  1
  C  C9  1  0.83682290  0.83890979  0.18305907  1
  C  C10  1  0.83359135  0.83284100  0.37086778  1
  C  C11  1  0.72056878  0.61293258  0.86542141  1
  C  C12  1  0.15869959  0.48056411  0.25854597  1
  C  C13  1  0.27559279  0.72266738  0.59513740  1
  C  C14  1  0.72286209  0.61821633  0.05609410  1
  C  C15  1  0.27482178  0.71588858  0.40316961  1
  C  C16  1  0.94808226  0.06092594  0.48128399  1
  C  C17  1  0.60335176  0.37420785  0.48343746  1
  C  C18  1  0.48810728  0.14111455  0.10531353  1
  C  C19  1  0.16173114  0.49561003  0.07236593  1
"
223,223,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.39029000
_cell_length_b   4.05651998
_cell_length_c   8.76667467
_cell_angle_alpha   78.70690212
_cell_angle_beta   84.15983828
_cell_angle_gamma   74.46941434
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   113.75954598
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.31749904  0.27450031  0.77122463  1
  C  C1  1  0.46718845  0.50678559  0.85461137  1
  C  C2  1  0.45115149  0.99942034  0.03202128  1
  C  C3  1  0.58634561  0.04671766  0.67442788  1
  C  C4  1  0.76674442  0.34322911  0.12383725  1
  C  C5  1  0.54767263  0.16039319  0.39497927  1
  C  C6  1  0.29283490  0.02908704  0.53939261  1
  C  C7  1  0.07553198  0.72436419  0.22659171  1
  C  C8  1  0.39056908  0.32280188  0.23894399  1
  C  C9  1  0.70101651  0.25035124  0.97678155  1
  C  C10  1  0.76244308  0.71374249  0.77107892  1
  C  C11  1  0.21628225  0.69201490  0.51517292  1
  C  C12  1  0.18228899  0.08782963  0.17087654  1
  C  C13  1  0.12609071  0.06821977  0.90825280  1
  C  C14  1  0.63730446  0.47374323  0.45740485  1
  C  C15  1  0.86957293  0.76459849  0.38723118  1
  C  C16  1  0.82866148  0.68986311  0.07720538  1
  C  C17  1  0.05623564  0.73012330  0.90280808  1
  C  C18  1  0.87940145  0.25709567  0.58919317  1
  C  C19  1  0.02589782  0.50023344  0.66255811  1
"
224,224,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48231000
_cell_length_b   6.25062614
_cell_length_c   7.53144000
_cell_angle_alpha   81.34528806
_cell_angle_beta   85.78991000
_cell_angle_gamma   87.44952249
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   115.14903914
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.71797216  0.23885478  0.85659414  1
  C  C1  1  0.34498548  0.10539662  0.35266873  1
  C  C2  1  0.21224602  0.98315561  0.68474427  1
  C  C3  1  0.39611387  0.24318884  0.16636851  1
  C  C4  1  0.67976138  0.02048747  0.79378631  1
  C  C5  1  0.97196621  0.56867089  0.25253393  1
  C  C6  1  0.42181972  0.68735774  0.49870568  1
  C  C7  1  0.19165057  0.36340460  0.77862466  1
  C  C8  1  0.21874686  0.15466449  0.52259247  1
  C  C9  1  0.43162231  0.86981924  0.34060704  1
  C  C10  1  0.96281791  0.81448089  0.24049383  1
  C  C11  1  0.25725492  0.75244485  0.67145674  1
  C  C12  1  0.48883358  0.49331637  0.15915061  1
  C  C13  1  0.96822239  0.54764080  0.46067009  1
  C  C14  1  0.01361288  0.93165630  0.06147260  1
  C  C15  1  0.13971465  0.58806196  0.83824263  1
  C  C16  1  0.88986524  0.17344410  0.06409554  1
  C  C17  1  0.12217142  0.35281084  0.57851073  1
  C  C18  1  0.58890900  0.62415624  0.95491322  1
  C  C19  1  0.56661628  0.86778999  0.96590174  1
"
225,225,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.39718000
_cell_length_b   3.39746000
_cell_length_c   10.13764000
_cell_angle_alpha   94.33325000
_cell_angle_beta   94.34364000
_cell_angle_gamma   91.60955000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   116.26957795
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.30824692  0.93589915  0.57120586  1
  C  C1  1  0.19244362  0.31798346  0.78864044  1
  C  C2  1  0.76987098  0.37810652  0.09667264  1
  C  C3  1  0.74107462  0.19206486  0.95445246  1
  C  C4  1  0.99757135  0.12310900  0.65870350  1
  C  C5  1  0.72530106  0.86285866  0.27368956  1
  C  C6  1  0.81072486  0.43852821  0.57882245  1
  C  C7  1  0.52379990  0.65555727  0.78856240  1
  C  C8  1  0.58019634  0.21206626  0.35335915  1
  C  C9  1  0.45802223  0.26122713  0.49351418  1
  C  C10  1  0.97137915  0.06992993  0.18201067  1
  C  C11  1  0.12523502  0.57408296  0.49231572  1
  C  C12  1  0.05201466  0.85988695  0.95309133  1
  C  C13  1  0.37793332  0.00826421  0.87554166  1
  C  C14  1  0.65952505  0.79135652  0.65877297  1
  C  C15  1  0.87551391  0.50617238  0.86840582  1
  C  C16  1  0.24759955  0.34571542  0.26557529  1
  C  C17  1  0.45223815  0.59104839  0.17275980  1
  C  C18  1  0.10168068  0.73769041  0.09326355  1
  C  C19  1  0.93746173  0.54385419  0.35022156  1
"
226,226,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.55753000
_cell_length_b   5.84882910
_cell_length_c   6.33470000
_cell_angle_alpha   113.61682959
_cell_angle_beta   96.62057000
_cell_angle_gamma   92.74232961
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   119.32157652
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.53999628  0.77306814  0.55504614  1
  C  C1  1  0.10937893  0.85011421  0.85268910  1
  C  C2  1  0.07613360  0.00888201  0.12274533  1
  C  C3  1  0.89565883  0.40906205  0.58837845  1
  C  C4  1  0.01053438  0.41215061  0.37724350  1
  C  C5  1  0.86467058  0.92966294  0.49367480  1
  C  C6  1  0.22431725  0.95557258  0.67175372  1
  C  C7  1  0.03032586  0.42865131  0.96912919  1
  C  C8  1  0.78415618  0.20285362  0.16370537  1
  C  C9  1  0.47730864  0.06857290  0.24026047  1
  C  C10  1  0.73621302  0.27172133  0.95406113  1
  C  C11  1  0.28910473  0.56953891  0.37005270  1
  C  C12  1  0.73751115  0.67867673  0.72204599  1
  C  C13  1  0.64936099  0.16328465  0.51867167  1
  C  C14  1  0.53890217  0.77503601  0.12437997  1
  C  C15  1  0.44554511  0.20097808  0.73205898  1
  C  C16  1  0.22429114  0.63351254  0.17633585  1
  C  C17  1  0.20733442  0.42356550  0.77400153  1
  C  C18  1  0.93373059  0.82553567  0.23360481  1
  C  C19  1  0.43021746  0.67890739  0.86602950  1
"
227,227,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42557000
_cell_length_b   6.20191845
_cell_length_c   10.05310000
_cell_angle_alpha   74.82226208
_cell_angle_beta   86.93292000
_cell_angle_gamma   80.29052347
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   143.85780808
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.16722958  0.12584140  0.60754461  1
  C  C1  1  0.18343716  0.22169201  0.46310707  1
  C  C2  1  0.74462545  0.65082638  0.68373620  1
  C  C3  1  0.15337407  0.84087725  0.04623070  1
  C  C4  1  0.21234433  0.59690225  0.04589256  1
  C  C5  1  0.97255399  0.21721901  0.90238945  1
  C  C6  1  0.20137116  0.43133883  0.17794811  1
  C  C7  1  0.65952990  0.85721463  0.25473047  1
  C  C8  1  0.11268524  0.98105111  0.89718091  1
  C  C9  1  0.27749156  0.56201856  0.90623378  1
  C  C10  1  0.23110332  0.72095609  0.46810143  1
  C  C11  1  0.25126637  0.65724588  0.61393283  1
  C  C12  1  0.66948687  0.06788871  0.67633806  1
  C  C13  1  0.72004537  0.76922987  0.39565655  1
  C  C14  1  0.70433573  0.36924403  0.24750744  1
  C  C15  1  0.73772879  0.67482881  0.82726389  1
  C  C16  1  0.62571573  0.87784589  0.12265211  1
  C  C17  1  0.65768298  0.92927774  0.82296134  1
  C  C18  1  0.68987005  0.26432206  0.39125139  1
  C  C19  1  0.41798316  0.32252369  0.90697030  1
"
228,228,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48583000
_cell_length_b   6.96341600
_cell_length_c   6.98027821
_cell_angle_alpha   84.41792734
_cell_angle_beta   88.61267470
_cell_angle_gamma   81.49397514
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   118.92603150
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.27700061  0.34419152  0.09495884  1
  C  C1  1  0.81329430  0.24624720  0.17745507  1
  C  C2  1  0.85502724  0.00626210  0.94873574  1
  C  C3  1  0.80240414  0.23943972  0.39280557  1
  C  C4  1  0.89904629  0.03267446  0.15908237  1
  C  C5  1  0.68036870  0.72457245  0.54937461  1
  C  C6  1  0.43143072  0.96872649  0.27865439  1
  C  C7  1  0.75297551  0.43912820  0.43514978  1
  C  C8  1  0.40153150  0.03940491  0.65100648  1
  C  C9  1  0.34509446  0.11789072  0.44634069  1
  C  C10  1  0.65272277  0.45957245  0.81052086  1
  C  C11  1  0.26640617  0.55813703  0.13488286  1
  C  C12  1  0.31881178  0.11369027  0.84754788  1
  C  C13  1  0.22123688  0.33871242  0.87898321  1
  C  C14  1  0.39489758  0.66170829  0.93247826  1
  C  C15  1  0.70991959  0.52578608  0.60479497  1
  C  C16  1  0.58854270  0.76921841  0.35611743  1
  C  C17  1  0.72156178  0.58968118  0.26007863  1
  C  C18  1  0.69701494  0.85675448  0.68159089  1
  C  C19  1  0.85198664  0.79137862  0.88322619  1
"
229,229,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44593000
_cell_length_b   7.38342000
_cell_length_c   7.55600499
_cell_angle_alpha   112.24690872
_cell_angle_beta   91.18952639
_cell_angle_gamma   93.34872000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   125.94722481
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.75839458  0.92649051  0.04682239  1
  C  C1  1  0.11390798  0.04500733  0.49891885  1
  C  C2  1  0.65908575  0.37969678  0.85146977  1
  C  C3  1  0.12480198  0.49943494  0.41379788  1
  C  C4  1  0.21522464  0.67212054  0.78790788  1
  C  C5  1  0.74024552  0.74561258  0.87341324  1
  C  C6  1  0.07141974  0.28276900  0.26938660  1
  C  C7  1  0.66067090  0.09631908  0.97439792  1
  C  C8  1  0.17504906  0.85183439  0.31102932  1
  C  C9  1  0.64989677  0.37505358  0.64701328  1
  C  C10  1  0.61540475  0.16436564  0.49441952  1
  C  C11  1  0.52677403  0.17844325  0.30470151  1
  C  C12  1  0.63992360  0.59640622  0.38347245  1
  C  C13  1  0.10615827  0.00830315  0.67362444  1
  C  C14  1  0.16199554  0.23059067  0.04925668  1
  C  C15  1  0.28742011  0.95582541  0.17047765  1
  C  C16  1  0.16163189  0.48378100  0.61864875  1
  C  C17  1  0.17463549  0.36255025  0.93651650  1
  C  C18  1  0.62095278  0.01816628  0.76404596  1
  C  C19  1  0.65565861  0.74294160  0.31916751  1
"
230,230,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44945000
_cell_length_b   6.68393000
_cell_length_c   8.18784000
_cell_angle_alpha   97.44149000
_cell_angle_beta   90.33149000
_cell_angle_gamma   95.05507000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   132.38482582
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.64779834  0.46370648  0.55659377  1
  C  C1  1  0.10925063  0.36017941  0.61367320  1
  C  C2  1  0.44192432  0.97723553  0.77096834  1
  C  C3  1  0.05711228  0.24116187  0.13981449  1
  C  C4  1  0.50755055  0.00007461  0.29584250  1
  C  C5  1  0.97363831  0.08601442  0.72562630  1
  C  C6  1  0.51974697  0.57867194  0.97582277  1
  C  C7  1  0.77511444  0.67794663  0.63402113  1
  C  C8  1  0.02595876  0.67918292  0.00312811  1
  C  C9  1  0.62013748  0.42731667  0.36998850  1
  C  C10  1  0.03362625  0.31143803  0.79431521  1
  C  C11  1  0.31497169  0.77066584  0.67730066  1
  C  C12  1  0.53701031  0.36298742  0.89973824  1
  C  C13  1  0.52131678  0.06681277  0.45676491  1
  C  C14  1  0.03457500  0.12686129  0.54685203  1
  C  C15  1  0.50679272  0.99184706  0.95653114  1
  C  C16  1  0.00438654  0.90351639  0.02963246  1
  C  C17  1  0.01071492  0.01360483  0.20303210  1
  C  C18  1  0.54726006  0.22141129  0.03321679  1
  C  C19  1  0.10838676  0.39043778  0.28841465  1
"
231,231,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.33091000
_cell_length_b   3.93307000
_cell_length_c   9.91527000
_cell_angle_alpha   89.25933000
_cell_angle_beta   85.63487000
_cell_angle_gamma   75.20738000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   125.22456901
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.07670862  0.65291363  0.93232600  1
  C  C1  1  0.24734577  0.43734382  0.57019047  1
  C  C2  1  0.65092286  0.11565760  0.56099255  1
  C  C3  1  0.09349663  0.62619480  0.69639295  1
  C  C4  1  0.58127841  0.93186753  0.43418141  1
  C  C5  1  0.40092117  0.85535705  0.14269514  1
  C  C6  1  0.77568079  0.94040874  0.69166270  1
  C  C7  1  0.50200871  0.59573755  0.46582491  1
  C  C8  1  0.33111716  0.52571203  0.33898774  1
  C  C9  1  0.92069513  0.33149127  0.49163835  1
  C  C10  1  0.64379272  0.61241802  0.23337247  1
  C  C11  1  0.87747984  0.32534368  0.15035446  1
  C  C12  1  0.21492691  0.49194405  0.06184047  1
  C  C13  1  0.08146545  0.05557965  0.24174425  1
  C  C14  1  0.77190861  0.98097035  0.93012587  1
  C  C15  1  0.58668164  0.15718898  0.06256555  1
  C  C16  1  0.59999266  0.13258501  0.81125531  1
  C  C17  1  0.90588654  0.78924544  0.31371462  1
  C  C18  1  0.23108193  0.18958479  0.36663130  1
  C  C19  1  0.26084916  0.46880982  0.81408699  1
"
232,232,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.04785000
_cell_length_b   4.29123000
_cell_length_c   10.33218562
_cell_angle_alpha   78.74028140
_cell_angle_beta   83.91733992
_cell_angle_gamma   77.11535000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   128.92110909
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.31049112  0.13195832  0.81091361  1
  C  C1  1  0.22105181  0.43755524  0.24637124  1
  C  C2  1  0.76507842  0.67235261  0.44825295  1
  C  C3  1  0.51951907  0.44051610  0.94958654  1
  C  C4  1  0.04444842  0.45621438  0.37553430  1
  C  C5  1  0.53204164  0.11917740  0.25315011  1
  C  C6  1  0.27003902  0.68814599  0.00837011  1
  C  C7  1  0.52159491  0.65298783  0.69346651  1
  C  C8  1  0.79751811  0.16885983  0.01530497  1
  C  C9  1  0.31219215  0.99090193  0.69504579  1
  C  C10  1  0.11734155  0.98816519  0.93503352  1
  C  C11  1  0.22213263  0.17694090  0.46001876  1
  C  C12  1  0.09790898  0.20806795  0.59055631  1
  C  C13  1  0.52253929  0.96749001  0.38860821  1
  C  C14  1  0.77456906  0.52731992  0.58548633  1
  C  C15  1  0.79840997  0.99923879  0.14742437  1
  C  C16  1  0.11149948  0.69083829  0.14275637  1
  C  C17  1  0.46056227  0.41713672  0.81215801  1
"
233,233,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.82661143
_cell_length_b   4.23554000
_cell_length_c   10.62840552
_cell_angle_alpha   79.47290858
_cell_angle_beta   83.07315078
_cell_angle_gamma   84.01306824
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   123.74883525
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.51089619  0.05852957  0.90595931  1
  C  C1  1  0.26514813  0.77541249  0.43639035  1
  C  C2  1  0.23654037  0.73426845  0.57840824  1
  C  C3  1  0.40819489  0.61600609  0.79642436  1
  C  C4  1  0.50831512  0.39066216  0.90606081  1
  C  C5  1  0.60987892  0.83289102  0.01595177  1
  C  C6  1  0.74877972  0.17863519  0.36254122  1
  C  C7  1  0.79407565  0.81429518  0.36141563  1
  C  C8  1  0.61276152  0.50006618  0.01578916  1
  C  C9  1  0.31107673  0.17663710  0.68634082  1
  C  C10  1  0.40462439  0.94894673  0.79644758  1
  C  C11  1  0.69831850  0.27641607  0.12695259  1
  C  C12  1  0.21691885  0.05780010  0.57941139  1
  C  C13  1  0.31296950  0.50447358  0.68637763  1
  C  C14  1  0.70872620  0.94154967  0.12649403  1
  C  C15  1  0.78842518  0.71465775  0.23688060  1
  C  C16  1  0.21729600  0.14867964  0.43753795  1
  C  C17  1  0.76563183  0.39260045  0.23803706  1
"
234,234,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.41659000
_cell_length_b   7.30808685
_cell_length_c   7.71457000
_cell_angle_alpha   84.45316913
_cell_angle_beta   81.25878000
_cell_angle_gamma   89.53382555
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   134.02828969
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.98091922  0.58700579  0.35668681  1
  C  C1  1  0.57196020  0.37383714  0.19148529  1
  C  C2  1  0.33784207  0.19017571  0.61691686  1
  C  C3  1  0.52606795  0.93485854  0.23796099  1
  C  C4  1  0.07029411  0.93912991  0.14701073  1
  C  C5  1  0.79200146  0.81579828  0.70794019  1
  C  C6  1  0.86178584  0.11451931  0.57065676  1
  C  C7  1  0.88445269  0.92109904  0.52833024  1
  C  C8  1  0.15807124  0.91371189  0.96481107  1
  C  C9  1  0.29491224  0.52303389  0.72350063  1
  C  C10  1  0.19598346  0.28637479  0.93701330  1
  C  C11  1  0.65182205  0.30114797  0.02760680  1
  C  C12  1  0.79309914  0.61849179  0.72303095  1
  C  C13  1  0.28364458  0.32483010  0.74481504  1
  C  C14  1  0.03734344  0.43435186  0.25856324  1
  C  C15  1  0.43429049  0.86959190  0.42874699  1
  C  C16  1  0.70105793  0.88961035  0.87822488  1
  C  C17  1  0.46189278  0.67208433  0.39111952  1
"
